document_id,title,author,datepub,citations,score_v1,N_qual_v1,N_total,text_length,Od_raw,Od,Id,score_v2,N_total_v2,T_total_v2,log_cit
4946,Toxicology: judge data or dollars?,"Crissman JW, Bus JS, Miller RR.",1999,7,0.09430446861326525,2,54,734,3.3483350136932444,0.7095927361224341,0.19083705385106914,0.5539660314410246,54,56,2.0794415416798357
4978,The 10 commandments of accident and emergency radiology.,"Touquet R, Driscoll P, Nicholson D.",1995,2,0.8503947017980186,15,58,910,3.538878880363821,0.7499735651461662,0.10082319136734952,0.5552284530125212,58,67,1.0986122886681098
6497,Innovations in human genetics education. Medical student elective in clinical genetics.,"Bodurtha J, Spence JE, Stevens CA.",1991,3,0.5712022753584375,11,152,2054,3.4868650595009605,0.7389505852736866,0.12722470256737944,0.5554328204617944,152,163,1.3862943611198906
3931,Relation between indicators for quality of occupational rehabilitation of employees with low back pain.,"van der Weide WE, Verbeek JH, van Dijk FJ.",1999,9,0.5338879054612556,60,437,6490,3.323763276852192,0.7043853939941771,0.21131565691113308,0.5564644728692638,437,505,2.302585092994046
4641,Guidelines for lumbar spine radiography in acute low back pain: effect of implementation in an accident and emergency de,"Tracey NG, Martin JB, McKinstry CS, Mathew BM.",1994,4,0.6782687718766183,38,243,3666,3.4602224978785596,0.733304385559012,0.14770330562744333,0.5576240615795415,243,280,1.6094379124341003
2387,Internal Medicine Program Directors' Awareness of Sexual Harassment Among Internal Medicine Residents in the USA.,"Schreidah C, Oliverio AL, Byrd KM, Lee KT, Meeks LM, Hingle S, Viglianti EM.",2024,0,0.7077035006911035,56,639,9004,3.7643077903146516,0.7977473740269769,0.0,0.5584231618188839,639,707,0.0
7252,Public health informatics: a CDC course for public health program managers.,"O'Carroll PW, Yasnoff WA, Wilhoite W.",1998,8,0.7029876108941868,14,158,1949,3.3579954488386345,0.7116400147187862,0.20164638273469904,0.55864192512356,158,168,2.1972245773362196
3431,Impact of pre-dialysis nephrology care engagement and decision-making on provider and patient action toward permanent va,"Grubbs V, Jaar BG, Cavanaugh KL, Ephraim PL, Ameling JM, Cook C, Greer RC, Boulware LE.",2021,0,0.7283926639545593,399,1770,28325,3.7699182449347464,0.798936364324687,0.0,0.5592554550272808,1770,2164,0.0
6579,Talking about cases in bioethics: the effect of an intensive course on health care professionals.,"Malek JI, Geller G, Sugarman J.",2000,5,0.581879452002987,43,331,5140,3.440997322830088,0.729230108490174,0.1644355426510392,0.5597917387384335,331,389,1.791759469228055
654,Internet resources for neurologists.,"Al-Shahi R, Sandercock PA.",2003,3,0.5523727558652355,21,166,2480,3.5408176280741595,0.7503844324240235,0.12722470256737944,0.5634365134670303,166,189,1.3862943611198906
4057,"Preventive attitudes, beliefs, and practices of physicians in fee-for-service and health maintenance organization settin","Scutchfield FD, de Moor C.",1989,2,0.651091159188571,14,201,2634,3.5969413128929597,0.7622783913346399,0.10082319136734952,0.5638418313444528,201,213,1.0986122886681098
3998,Evidence-based preventive practice guidelines. Qualitative study of useful resources on the Internet.,"Feightner JW, Marshall JN, Sangster LM, Wathen CN, Quintana Y.",2001,5,0.4694316492073291,42,343,4821,3.469695838442028,0.7353120143127538,0.1644355426510392,0.5640490728142394,343,398,1.791759469228055
5086,Effects of flipped classroom teaching in anaesthesiology residents: a protocol for systematic review and meta-analysis.,"Zhang D, Xiang J, Wei Y.",2024,17,0.5771149113711967,182,1154,17651,3.2675777013553993,0.6924783189600673,0.26525873401838873,0.5643124434775637,1154,1388,2.8903717578961645
